Tempo,Weight on Wheels,Altitude Pressão,Pitot raw,Pitot velocidade calibrada,Pitot velocidade calibrada filtrado,Velocidade Calibrada GPS,Rotação da hélice,Deflexão profundor,Deflexão aileron,Deflexão leme,Taxa de rolamento,Taxa de arfagem,Taxa de guinada,Fator de carga X,Fator de carga Y,Fator de carga Z,Posição X,Posição Y,Posição Z filtrado,Posição Z,Atitude,Inclinação lateral,Tempo de voo
s,-,m,volt analog,m/s,m/s,m/s,rpm,°,°,°,°/s,°/s,°/s,g,g,g,m,m,m,m,°,°,s
 519.15,1, 29.7679, 40.4000,  1.2984,  1.0424,  1.2038,-999.0000,-999.0000,-999.0000,-999.0000,  0.9113,  0.2229,  0.0541, -0.1843,  0.1631, -0.2015,  -8.4859,  22.6010,  1.7806,  2.3411,-10.5770,-43.5432, 185.41
 519.23,1, 29.7679, 40.8000,  2.9033,  1.0158,  1.2038,-999.0000,-999.0000,-999.0000,-999.0000,  0.4918, -0.2974, -0.1404,  0.3473,  0.0229,  2.3165,  -8.4859,  22.6010,  1.8892,  2.3411,-13.7223,-66.3680, 185.41
 519.32,1, 27.5959, 40.8000,  2.9033,  1.0158,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000, -0.5119,  0.5537, -0.1149, -0.1302,  0.3207, -0.0567,  -7.6373,  21.6513,  1.7473,  0.1691, -3.9528,-40.9201, 185.41
 519.40,1, 28.6819, 40.6000,  2.2489,  1.0158,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000, -0.1807, -0.0669,  0.2184,  0.1173,  0.0357, -0.4901,  -7.6373,  21.6513,  1.6054,  1.2551,-11.6706,-32.7935, 185.41
 519.48,1, 29.7679, 40.6000,  2.2489,  1.0158,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000,  0.4190,  0.3735,  0.0134, -0.3720, -0.4771,  0.6992,  -7.6373,  21.6513,  1.5722,  2.3411, -7.9037,-58.4659, 185.41
 519.57,1, 30.1008, 41.2000,  3.8952,  1.0654,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000,  0.4939,  0.4332,  0.1210,  0.0785,  0.0194,  0.0426,  -7.6373,  21.6513,  1.6475,  2.3411,-17.7062,-102.6539, 185.41
 519.69,1, 28.6819, 40.8000,  2.9033,  1.0388,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000, -0.9914,  0.4760,  0.2846,  0.2333, -0.0697,  0.1261,  -7.6373,  21.6513,  1.6142,  1.2551,  0.1757,-84.7272, 185.41
 519.77,1, 28.6819, 40.8000,  2.9033,  0.9499,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000, -0.3651, -0.3582, -0.0317,  0.5889, -0.0098,  2.2626,  -7.6373,  21.6513,  1.6142,  1.2551, -2.8060,-68.1922, 185.41
 519.85,1, 28.6819, 40.6000,  2.2489,  1.1748,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000,  0.0251, -0.0827,  0.0223, -0.1243, -0.0756,  1.1165,  -7.6373,  21.6513,  1.5809,  1.2551, -8.7083,-30.5703, 185.41
 519.93,1, 25.4266, 40.6000,  2.2489,  1.1155,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000, -0.1572,  0.4770,  0.0222, -0.0890,  0.4257,  0.4220,  -7.6373,  21.6513,  1.2546, -2.0081,-13.1143,  6.8906, 185.41
 520.02,1, 29.7679, 40.4000,  1.2984,  1.4319,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000, -0.5686,  0.2629, -0.2890, -0.3257, -1.0051,  2.0373,  -7.6373,  21.6513,  1.2546,  2.3411,-12.3797, 47.3160, 185.41
 520.11,1, 28.6819, 41.0000,  3.4353,  1.4585,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000, -0.8144,  0.0592, -0.0796, -0.0202, -0.8809,  1.6752,  -7.6373,  21.6513,  1.1460,  1.2551,-10.1134, 25.8368, 185.41
 520.20,1, 27.5959, 41.6000,  4.6815,  1.5474,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000,  0.5018, -0.5409, -0.2736, -0.0149, -0.4411,  2.5377,  -7.6373,  21.6513,  1.2546,  1.2551,  1.3889,-29.3924, 185.41
 520.32,1, 28.6819, 41.4000,  4.3063,  1.9780,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000,  0.3444, -0.9134, -0.0475,  0.1043,  0.5942,  2.7860,  -7.6373,  21.6513,  1.2546,  1.2551,  6.6864,-24.7763, 185.41
 520.40,1, 28.6819, 40.8000,  2.9033,  2.0107,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000, -0.3359, -1.1230, -0.0291, -0.3069, -0.4180,  1.0836,  -7.6373,  21.6513,  1.1460,  1.2551, 11.3134,  4.6525, 185.41
 520.48,1, 28.6819, 40.2000, -1.2984,  2.0583,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000,  0.3309, -0.5318, -0.1938,  0.1332, -0.2494,  3.0701,  -7.6373,  21.6513,  1.0374,  1.2551, -1.3518, 10.6183, 185.41
 520.57,1, 26.5099, 40.4000,  1.2984,  2.3179,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000, -0.3785, -0.0114, -0.4953, -0.1898, -1.1271,  2.5649,  -7.6373,  21.6513,  0.8199, -0.9195, -7.2986,  3.7168, 185.41
 520.65,1, 28.6819, 40.4000,  1.2984,  2.1675,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000, -0.1696,  0.5381, -0.5158, -0.2095, -0.2915,  0.6384,  -7.6373,  21.6513,  0.8199,  1.2551, -7.7688,-20.8381, 185.41
 520.73,1, 28.6819, 41.4000,  4.3063,  2.1675,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000, -0.0492,  0.5217,  0.0502,  0.3412, -0.3708,  0.2937,  -7.6373,  21.6513,  0.8199,  1.2551,-13.4281,-43.3473, 185.41
 520.82,1, 28.6819, 39.2000, -4.3063,  2.1863,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000,  0.2806,  0.7472, -0.3981,  0.0635, -0.4302,  0.5640,  -7.6373,  21.6513,  1.1462,  2.3411, 26.7671,-53.0269, 185.41
 520.91,1, 30.8538, 40.8000,  2.9033,  2.2665,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000, -0.4818, -0.4973,  0.7042,  1.2731,  1.9970,  4.0088,  -7.6373,  21.6513,  1.2548,  3.4270, 12.1126,-28.3381, 185.41
 521.03,1, 27.5959, 41.4000,  4.3063,  2.3367,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000,  0.5952, -0.7015, -0.0041,  0.2752,  0.7856,  2.4486,  -7.6373,  21.6513,  1.1462,  0.1691, -9.1540,  3.0503, 185.41
 521.11,1, 28.6819, 40.4000,  1.2984,  2.2564,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000, -0.2971, -0.1683,  0.2093,  0.2746,  0.3925,  0.1316,  -7.6373,  21.6513,  1.1462,  1.2551,-24.1183, 32.9494, 185.41
 521.21,1, 27.5959, 40.8000,  2.9033,  2.2892,  1.1112,-999.0000,-999.0000,-999.0000,-999.0000, -0.2891,  0.2964,  0.0494,  0.1185,  0.1665, -0.1836,  -7.6373,  21.6513,  1.0376,  0.1691, -7.4750, 72.3237, 185.41
 521.29,1, 28.6819, 40.6000,  2.2489,  2.2892,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000, -1.0294, -0.0697,  0.4693, -0.2958, -0.1157,  2.5382,  -5.9401,  20.1320,  1.0376,  1.2551, -2.4902,109.2450, 185.41
 521.37,1, 29.7679, 40.6000,  2.2489,  2.2069,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000,  0.6742,  0.2132, -0.6629, -0.6918, -0.0909,  1.4232,  -5.9401,  20.1320,  1.1462,  2.3411, 11.8833, 52.5202, 185.41
 521.50,1, 30.8538, 40.6000,  2.2489,  2.1741,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000, -0.2285, -0.1700, -0.3049,  0.0193,  0.2326,  0.2826,  -5.9401,  20.1320,  1.5809,  3.4270,  4.7501, 18.0847, 185.41
 521.58,1, 28.6819, 40.2000, -1.2984,  1.9640,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000,  0.6570,  0.0503,  0.1156, -0.2752,  0.8237, -0.0919,  -5.9401,  20.1320,  1.5809,  1.2551,  0.1084, 12.7548, 185.41
 521.66,1, 28.6819, 40.4000,  1.2984,  1.9165,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000,  1.4388,  0.3119,  0.1291,  0.0414, -0.6204,  0.9070,  -5.9401,  20.1320,  1.5809,  1.2551, -2.7378, 56.1598, 185.41
 521.74,1, 28.6819, 39.2000, -4.3063,  1.5888,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000,  0.3190,  0.3425,  0.9078,  0.2143,  0.5133,  0.4199,  -5.9401,  20.1320,  1.5809,  1.2551, -4.8041, 28.6388, 185.41
 521.83,1, 29.7679, 41.6000,  4.6815,  1.7579,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000,  0.3001,  0.8038,  0.0815, -0.4294,  0.0490, -0.0944,  -5.9401,  20.1320,  1.4723,  2.3411,  2.4360, 26.2546, 185.41
 521.91,1, 28.6819, 38.4000, -5.6596,  1.3032,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000,  0.3021,  0.1111,  0.4026,  0.1365,  0.1294, -0.1108,  -5.9401,  20.1320,  1.5809,  1.2551,-30.0853, 43.0138, 185.41
 521.99,1, 28.6819, 41.2000,  3.8952,  1.2639,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000, -0.0015, -0.0650,  0.0315, -0.0800,  0.3710, -0.0559,  -5.9401,  20.1320,  1.5809,  1.2551,  1.1334, 68.2437, 185.41
 522.08,1, 28.6819, 40.8000,  2.9033,  1.1937,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000, -0.7004,  0.0548,  0.2452,  0.1362,  0.4698,  1.3631,  -5.9401,  20.1320,  1.6895,  1.2551, -3.1447, 70.8084, 185.41
 522.22,1, 29.7679, 41.4000,  4.3063,  1.2639,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000, -0.2206,  0.0565,  0.6034,  0.2065,  0.3267,  0.3175,  -5.9401,  20.1320,  1.7981,  2.3411,-17.2902, 35.5021, 185.41
 522.31,1, 29.7679, 41.4000,  4.3063,  1.5441,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000,  0.5295, -0.0952,  0.3255, -0.2375,  0.2172,  0.7737,  -5.9401,  20.1320,  1.7981,  2.3411,-11.5040, 18.7813, 185.41
 522.39,1, 29.7679, 41.0000,  3.4353,  1.6509,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000, -0.6437,  0.0276,  0.6890, -0.1378,  0.1061, -0.9814,  -5.9401,  20.1320,  1.6895,  2.3411,-10.2843,  0.2537, 185.41
 522.47,1, 28.6819, 41.6000,  4.6815,  1.8201,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000,  0.4408, -0.0125,  0.2142,  0.1550, -0.3003,  0.4708,  -5.9401,  20.1320,  1.6895,  1.2551,-13.8815, 39.4925, 185.41
 522.60,1, 28.6819, 39.8000, -2.9033,  1.4596,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000, -0.2118, -0.7516,  0.3254, -0.5943, -0.3016,  2.7822,  -5.9401,  20.1320,  1.6895,  1.2551,  1.8680,  3.2473, 185.41
 522.69,1, 28.6819, 39.6000, -3.4353,  1.5032,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000,  1.1671, -1.5434,  0.4572,  1.2772, -0.2183,  3.6382,  -5.9401,  20.1320,  1.6895,  1.2551,  8.6287,-26.3386, 185.41
 522.77,1, 28.6819, 40.4000,  1.2984,  1.4229,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000,  0.3206, -0.0145,  0.0890,  0.5245,  0.1020,  1.2180,  -5.9401,  20.1320,  1.5809,  1.2551, 22.0486,-38.4115, 185.41
 522.85,1, 28.6819, 40.0000, -2.2489,  1.0951,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000,  0.2772,  0.6970, -0.1320, -0.0521, -0.1776,  0.4382,  -5.9401,  20.1320,  1.5809,  1.2551, 35.2325,-19.9811, 185.41
 522.94,1, 29.7679, 40.4000,  1.2984,  1.0951,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000, -0.4488,  0.5097, -0.2580, -0.2384, -0.3640,  0.3027,  -5.9401,  20.1320,  1.6895,  2.3411, 17.2141,-10.4553, 185.41
 523.02,1, 29.7679, 40.8000,  2.9033,  1.0951,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000, -1.2874,  0.1377, -0.0550, -0.3969, -0.3141,  2.2606,  -5.9401,  20.1320,  1.5809,  0.1691,-24.0267,-57.5738, 185.41
 523.11,1, 27.5959, 41.0000,  3.4353,  1.1545,  1.0392,-999.0000,-999.0000,-999.0000,-999.0000, -0.2475,  0.8343, -0.4139, -1.1741, -0.2940,  1.0117,  -5.9401,  20.1320,  1.5473,  2.0055,-24.5861,-44.2314, 185.41
 523.23,1, 28.3463, 40.4000,  1.2984,  1.1069,  0.5659,-999.0000,-999.0000,-999.0000,-999.0000, -0.0233,  0.0432, -0.0041, -0.7122,  1.0669,  0.7250,  -5.0915,  19.5622,  1.4052,  0.9195,-29.2677,-26.5467, 185.41
 523.34,1, 29.7679, 41.0000,  3.4353,  1.1663,  0.5659,-999.0000,-999.0000,-999.0000,-999.0000,  0.9482,  0.5605, -0.8857, -0.0380, -0.7135,  0.1697,  -5.0915,  19.5622,  1.4052,  2.3411,-26.0485, 14.0041, 185.41
 523.42,1, 29.4323, 41.2000,  3.8952,  1.4259,  0.5659,-999.0000,-999.0000,-999.0000,-999.0000,  0.6168,  0.2883, -0.5739,  0.2094,  0.2918,  0.0747,  -5.0915,  19.5622,  1.2627, -0.1691, -2.1647, -0.6245, 185.41
 523.55,1, 29.7679, 40.6000,  2.2489,  1.4735,  0.5659,-999.0000,-999.0000,-999.0000,-999.0000,  0.7876, -0.2203,  0.2840,  0.3321,  0.6701, -0.0619,  -5.0915,  19.5622,  1.3713,  2.3411, 31.0040, 24.2057, 185.41
 523.63,1, 28.6819, 40.8000,  2.9033,  1.8339,  0.5659,-999.0000,-999.0000,-999.0000,-999.0000, -0.2523, -0.8966,  0.6862,  0.4748, -1.4416,  3.4221,  -5.0915,  19.5622,  1.3713,  1.2551, 52.3332, 77.6108, 185.41
 523.71,1, 29.4323, 40.2000, -1.2984,  1.5350,  0.5659,-999.0000,-999.0000,-999.0000,-999.0000,  0.3328, -0.3041,  0.3651,  0.1554, -0.6553,  1.0161,  -5.0915,  19.5622,  1.4464,  2.0055, 44.2404, 40.5295, 185.41
 523.79,1, 28.3463, 41.0000,  3.4353,  1.9897,  0.5659,-999.0000,-999.0000,-999.0000,-999.0000,  0.3970, -0.7251,  0.2860,  0.4119, -0.6355,  3.4726,  -5.0915,  19.5622,  1.4128,  0.9195, 19.0458, 20.7435, 185.41
 523.88,1, 31.9398, 40.8000,  2.9033,  1.9401,  0.5659,-999.0000,-999.0000,-999.0000,-999.0000,  0.9252, -0.2971,  0.4589,  0.2778, -0.1190,  0.3046,  -5.0915,  19.5622,  1.6300,  4.5130,-10.2379,  7.9315, 185.41
 523.96,1, 29.4323, 40.4000,  1.2984,  1.8599,  0.5659,-999.0000,-999.0000,-999.0000,-999.0000,  1.1018, -0.1214, -0.0915, -0.1089,  0.4973,  0.3689,  -5.0915,  19.5622,  1.8137,  2.0055, -0.0231,-12.9901, 185.41
 524.04,1, 28.6819, 40.2000, -1.2984,  1.5796,  0.5659,-999.0000,-999.0000,-999.0000,-999.0000,  0.8443,  0.0486, -0.0467, -0.3218, -0.6519,  0.8725,  -5.0915,  19.5622,  1.7386,  1.2551,  3.5331, 18.0747, 185.41
 524.12,1, 28.6819, 41.2000,  3.8952,  1.5591,  0.5659,-999.0000,-999.0000,-999.0000,-999.0000, -0.5172, -0.0733,  0.0873,  0.0807, -0.3968,  0.8524,  -5.0915,  19.5622,  1.7722,  1.2551,-12.4669,  0.9336, 185.41
 524.25,1, 29.7679, 39.6000, -3.4353,  1.2155,  0.5659,-999.0000,-999.0000,-999.0000,-999.0000, -1.1779,  0.4169,  0.5492, -1.3974, -0.0641, -0.3455,  -5.0915,  19.5622,  1.7722,  2.3411,-28.2951,-16.5834, 185.41
 524.35,1, 28.3463, 40.6000,  2.2489,  1.0939,  0.6379,-999.0000,-999.0000,-999.0000,-999.0000, -0.0189,  0.2931,  0.2214, -0.6010, -0.9909, -0.4427,  -4.2429,  19.3723,  1.8810,  0.9195,-66.9423,-24.3174, 185.41
 524.43,1, 28.6819, 39.8000, -2.9033,  1.0939,  0.6379,-999.0000,-999.0000,-999.0000,-999.0000,  0.1877, -0.4294,  0.2850, -0.3496, -0.6066,  1.4230,  -4.2429,  19.3723,  1.7724,  1.2551,-58.5209,-124.7654, 185.41
 524.52,1, 28.3463, 40.6000,  2.2489,  1.3781,  0.6379,-999.0000,-999.0000,-999.0000,-999.0000, -0.0227, -0.1845,  0.3667, -0.2836,  0.0567,  1.9700,  -4.2429,  19.3723,  1.7389,  0.9195,-28.5351,-60.2294, 185.41
 524.65,1, 29.4323, 40.4000,  1.2984,  1.3781,  0.6379,-999.0000,-999.0000,-999.0000,-999.0000, -0.8656, -0.2844,  0.7225,  0.1230,  1.0511,  1.0860,  -4.2429,  19.3723,  1.7389,  2.0055,-16.5242,-23.7610, 185.41
 524.82,1, 28.3463, 41.0000,  3.4353,  1.6623,  0.6379,-999.0000,-999.0000,-999.0000,-999.0000,  0.2863, -0.1531,  0.3815,  0.1373, -0.0621,  0.5445,  -4.2429,  19.3723,  1.7389,  0.9195, -5.9285, 43.1720, 185.41
 524.90,1, 29.4323, 39.0000, -4.6815,  1.3633,  0.6379,-999.0000,-999.0000,-999.0000,-999.0000,  0.0834, -0.0808,  0.3668,  0.1377, -0.8704,  1.5032,  -4.2429,  19.3723,  1.4881,  2.0055, 20.5926, 34.3868, 185.41
 524.99,1, 28.3463, 40.6000,  2.2489,  1.3306,  0.6379,-999.0000,-999.0000,-999.0000,-999.0000,  0.0433,  0.7743,  0.2337, -0.3886,  0.3839, -0.5527,  -4.2429,  19.3723,  1.3795,  0.9195, 29.4020, -7.8390, 185.41
 525.07,1, 29.7679, 40.8000,  2.9033,  1.3040,  0.6379,-999.0000,-999.0000,-999.0000,-999.0000, -0.1846,  0.3508,  0.0425, -0.0388,  0.1204,  0.2486,  -4.2429,  19.3723,  1.3460,  0.9195, 21.2925,-11.9268, 185.41
 525.20,1, 30.5183, 40.8000,  2.9033,  1.3843,  0.6379,-999.0000,-999.0000,-999.0000,-999.0000,  0.0539,  0.4492,  0.0411,  0.4808,  0.5341,  1.9961,  -4.2429,  19.3723,  1.5296,  3.0915,  0.8193,-12.5119, 185.41
 525.28,1, 28.3463, 39.0000, -4.6815,  0.9784,  1.0752,-999.0000,-999.0000,-999.0000,-999.0000,  0.9268, -0.0145, -0.2527,  0.1564,  0.3412,  1.8906,  -3.3944,  18.6126,  1.3875,  0.9195, -0.8189,  7.9301, 185.41
 525.38,1, 28.3463, 40.6000,  2.2489,  0.8961,  1.0752,-999.0000,-999.0000,-999.0000,-999.0000, -0.2214, -0.5113,  0.0220, -0.0099,  0.2775,  1.4376,  -3.3944,  18.6126,  1.3875,  0.9195,  7.9542, 22.8546, 185.41
 525.46,1, 29.4323, 40.0000, -2.2489,  0.6712,  1.0752,-999.0000,-999.0000,-999.0000,-999.0000,  0.0456, -0.6282,  0.1928, -0.0141,  1.0079,  4.0386,  -3.3944,  18.6126,  1.4625,  2.0055, 13.3582, 24.9702, 185.41
 525.54,1, 30.8538, 39.2000, -4.3063,  0.3107,  1.0752,-999.0000,-999.0000,-999.0000,-999.0000, -0.4819,  0.6463,  0.3530,  0.0400, -0.1917, -0.5651,  -3.3944,  18.6126,  1.4625,  0.9195,-20.0249, -5.5634, 185.41
 525.67,1, 28.3463, 40.8000,  2.9033,  0.5208,  1.0752,-999.0000,-999.0000,-999.0000,-999.0000, -0.2220,  0.1552,  0.3722,  0.3087, -0.2042,  1.4700,  -3.3944,  18.6126,  1.3539,  0.9195,-13.1577,-10.6577, 185.41
 525.76,1, 26.1770, 40.8000,  2.9033,  0.4942,  1.0752,-999.0000,-999.0000,-999.0000,-999.0000, -0.6946, -0.2362,  0.5461,  0.2749, -0.0407,  0.2530,  -3.3944,  18.6126,  1.1362, -1.2577, 11.5029,-18.7148, 185.41
 525.84,1, 29.4323, 40.6000,  2.2489,  0.4615,  1.0752,-999.0000,-999.0000,-999.0000,-999.0000, -0.1227,  0.7873, -0.3782, -0.0556,  0.3385,  1.3436,  -3.3944,  18.6126,  1.1362,  2.0055, 46.0078,-23.7714, 185.41
 525.92,1, 28.3463, 40.2000, -1.2984,  0.3317,  1.0752,-999.0000,-999.0000,-999.0000,-999.0000,  0.0311,  0.1817, -0.0105,  0.1172, -0.2131,  1.3474,  -3.3944,  18.6126,  1.1362,  0.9195, 37.4638,  5.2944, 185.41
 526.00,1, 28.3463, 40.8000,  2.9033,  0.5417,  1.0752,-999.0000,-999.0000,-999.0000,-999.0000,  0.0152, -0.5244,  0.1196, -0.2489,  0.1816,  3.0208,  -3.3944,  18.6126,  1.1362,  0.9195, 12.6954,  6.6878, 185.41
 526.08,1, 27.2630, 40.4000,  1.2984,  0.4119,  1.0752,-999.0000,-999.0000,-999.0000,-999.0000, -0.2737, -1.7131,  0.4246, -0.0012, -0.8481,  1.0569,  -3.3944,  18.6126,  0.8101, -0.1691, -7.5971, -1.0543, 185.41
 526.16,1, 30.5183, 40.8000,  2.9033,  0.7288,  1.0752,-999.0000,-999.0000,-999.0000,-999.0000,  0.0468, -1.0312, -0.0731,  0.0129, -0.1418,  3.5465,  -3.3944,  18.6126,  1.0273,  3.0915, -2.6628,-31.5734, 185.41
 526.25,1, 29.4323, 39.8000, -2.9033,  0.4712,  1.0752,-999.0000,-999.0000,-999.0000,-999.0000, -0.1456, -0.4590, -0.5485,  0.8412,  0.5130,  2.1797,  -3.3944,  18.0428,  1.1359,  2.0055, 11.9085, -5.1161, 185.41
 526.39,1, 28.3463, 40.6000,  2.2489,  0.7288,  1.0186,-999.0000,-999.0000,-999.0000,-999.0000, -0.1933, -0.1513, -0.2283,  0.2053, -0.2865,  2.5190,  -2.5458,  18.0428,  1.0273,  0.9195,-14.3789, -8.4681, 185.41
 526.47,1, 29.4323, 39.8000, -2.9033,  0.4712,  1.0186,-999.0000,-999.0000,-999.0000,-999.0000, -0.5715,  0.0386, -0.0029, -0.1195, -0.7629,  1.5536,  -2.5458,  18.0428,  1.1359,  2.0055,-20.1542,-14.8527, 185.41
 526.56,1, 28.3463, 41.0000,  3.4353,  0.5781,  1.0186,-999.0000,-999.0000,-999.0000,-999.0000, -0.5197,  0.2610, -0.1083, -0.0157, -0.1338,  2.1661,  -2.5458,  18.0428,  1.1359,  0.9195, -9.2551,-27.9166, 185.41
 526.64,1, 27.2630, 40.8000,  2.9033,  0.5515,  1.0186,-999.0000,-999.0000,-999.0000,-999.0000,  0.5289, -0.5965, -0.4178, -0.1616, -0.3014,  2.1293,  -2.5458,  18.0428,  1.3536,  0.9195, 36.7398,-20.7773, 185.41
 526.77,1, 27.2630, 41.2000,  3.8952,  0.9803,  1.0186,-999.0000,-999.0000,-999.0000,-999.0000, -0.2117, -0.5627,  0.1282, -0.0794, -0.3500,  0.9870,  -2.5458,  18.0428,  1.1362, -0.1691, 37.0189,-16.5723, 185.41
 526.86,1, 29.4323, 40.8000,  2.9033,  1.0130,  1.0186,-999.0000,-999.0000,-999.0000,-999.0000,  0.0989,  0.2673, -0.4742,  0.0054, -0.1940,  0.1066,  -2.5458,  18.0428,  1.2448,  2.0055, 12.5092,-28.5662, 185.41
 526.94,1, 29.4323, 41.0000,  3.4353,  1.0396,  1.0186,-999.0000,-999.0000,-999.0000,-999.0000, -0.2583,  0.1471, -0.0305,  0.0095,  0.0885,  0.9307,  -2.5458,  18.0428,  1.3534,  2.0055,  8.8734,-58.6889, 185.41
 527.02,1, 29.4323, 40.4000,  1.2984,  0.9594,  1.0186,-999.0000,-999.0000,-999.0000,-999.0000,  0.1270,  0.1888, -0.1018, -0.0143,  0.2378,  1.2244,  -2.5458,  18.0428,  1.5708,  2.0055, -7.4379,-40.5450, 185.41
 527.11,1, 29.4323, 40.8000,  2.9033,  1.3386,  1.0186,-999.0000,-999.0000,-999.0000,-999.0000,  0.2150,  0.6733, -0.1405, -0.3557, -0.1079,  0.2814,  -2.5458,  18.0428,  1.4622,  2.0055,-24.8838, -4.4782, 185.41
 527.19,1, 29.4323, 39.6000, -3.4353,  1.0544,  1.0186,-999.0000,-999.0000,-999.0000,-999.0000,  0.5252,  0.6653, -0.2934, -0.1782, -0.3138, -0.0587,  -2.5458,  18.0428,  1.4622,  2.0055,-52.0950,-55.9003, 185.41
 527.32,1, 28.3463, 41.4000,  4.3063,  1.3822,  0.9980,-999.0000,-999.0000,-999.0000,-999.0000, -0.3270, -0.0631, -0.6587,  1.1303,  0.4210,  1.1566,  -1.6972,  17.4730,  1.4622,  0.9195,-54.5433,-92.9232, 185.41
 527.41,1, 25.8441, 40.8000,  2.9033,  1.7427,  0.9980,-999.0000,-999.0000,-999.0000,-999.0000, -0.2346, -0.6603, -0.1596,  0.4239,  0.4339,  1.5856,  -1.6972,  17.4730,  1.1026, -1.5906,-50.6674,-37.7777, 185.41
 527.50,1, 28.3463, 39.6000, -3.4353,  1.4257,  0.9980,-999.0000,-999.0000,-999.0000,-999.0000,  0.3949, -0.0572,  0.2784,  0.1785,  0.8967,  0.9179,  -1.6972,  17.4730,  1.1026,  0.9195,-34.1592,  8.6791, 185.41
 527.59,1, 28.0134, 40.2000, -1.2984,  1.2156,  0.9980,-999.0000,-999.0000,-999.0000,-999.0000,  0.2839,  0.2146,  0.2511, -0.0031,  0.2912,  0.3044,  -1.6972,  17.4730,  1.0693,  0.5866,  8.6480, 64.1078, 185.41
 527.72,1, 30.5183, 41.0000,  3.4353,  1.2750,  0.9980,-999.0000,-999.0000,-999.0000,-999.0000,  0.1382, -0.4115,  0.3932,  0.5012,  0.2713,  2.7661,  -1.6972,  17.4730,  1.3954,  3.0915, 24.8575, 61.3458, 185.41
 527.80,1, 29.0994, 38.8000, -5.0287,  1.0884,  0.9980,-999.0000,-999.0000,-999.0000,-999.0000,  0.2385, -0.2292,  0.3751,  0.1150,  0.0397,  0.1310,  -1.6972,  17.4730,  1.3621,  1.6726, 19.8386, 28.3892, 185.41
 527.88,1, 29.4323, 40.0000, -2.2489,  0.8308,  0.9980,-999.0000,-999.0000,-999.0000,-999.0000,  0.0926,  0.1326,  0.5519,  0.3113, -0.5470,  0.2921,  -1.6972,  17.4730,  1.3621,  2.0055, 13.8059,  7.8356, 185.41
 527.97,1, 28.3463, 40.4000,  1.2984,  0.8308,  0.9980,-999.0000,-999.0000,-999.0000,-999.0000,  0.8043,  0.2021,  0.1245,  0.3008,  0.0764,  2.5198,  -1.6972,  17.4730,  1.2535,  0.9195,  9.3993,-26.9286, 185.41
 528.05,1, 29.0994, 41.0000,  3.4353,  0.8574,  0.9980,-999.0000,-999.0000,-999.0000,-999.0000,  0.2316, -0.0502,  0.5689,  0.1344,  0.8285,  2.6212,  -1.6972,  17.4730,  1.2202,  1.6726,  4.5731,-31.8507, 185.41
 528.14,1, 29.0994, 40.4000,  1.2984,  1.0675,  0.9980,-999.0000,-999.0000,-999.0000,-999.0000, -0.1178,  0.2589,  0.5044,  0.0919,  0.2014,  1.2247,  -1.6972,  17.4730,  1.1116,  0.9195, 22.8048, 27.3190, 185.41
